timestamp,robot_pos_x,robot_pos_y,robot_pos_z,robot_lin_vel_x,robot_lin_vel_y,robot_lin_vel_z,robot_ang_vel_x,robot_ang_vel_y,robot_ang_vel_z,1.x,1.y,1.z,2.x,2.y,2.z,3.x,3.y,3.z,4.x,4.y,4.z,5.x,5.y,5.z
1657289978,-1.7339899322734932e-05,-1.0854051361806806e-10,0.0,-0.00022270543650266817,0.0,0.0,0.0,0.0,0.0010516779927764572,-8.000468895376834,7.987412127986978,0.0
1657289983,9.155687103593704e-06,1.265327794669183e-09,0.0,0.002224274739418708,0.0,0.0,0.0,0.0,0.0014875858261401362,-8.000955322828066,7.9754854573451865,0.0
1657289987,-1.576012422358556e-06,1.1923807928902739e-09,0.0,0.00010542367836428035,0.0,0.0,0.0,0.0,0.0019215161143806662,-8.05913684289647,7.145475980117805,0.0
1657289990,1.8879047402818244e-06,3.130058495902082e-09,0.0,-5.69995275034649e-05,0.0,0.0,0.0,0.0,-0.004359971603254768,-8.130184277980499,5.846346686969477,0.0
1657289994,-2.6069109243027793e-06,4.989948339959836e-09,0.0,9.446036471176846e-05,0.0,0.0,0.0,0.0,0.0015529144288211568,-8.201063797491537,4.505909386132629,0.0
1657289997,-5.266712508100319e-06,6.7620638529621405e-09,0.0,-1.7253174847441937e-05,0.0,0.0,0.0,0.0,-1.9752385434836117e-05,-8.233604142415793,3.1668852553380464,0.0
1657290001,0.16997334459109226,0.012248992879580244,0.0,0.4005426575244734,0.0,0.0,0.0,0.0,0.30447758185777846,-8.199451646765894,1.8188374401064176,0.0
1657290006,0.5480688729599791,0.12273539558566524,0.0,0.39252051967778595,0.0,0.0,0.0,0.0,0.2650771255396144,-8.21422969349557,0.47032294324556845,0.0
1657290010,0.8922048153142664,0.32526369176718756,0.0,0.4000483717258086,0.0,0.0,0.0,0.0,0.027265626144893487,-8.257345051989347,-0.8776253977669999,0.0
1657290014,1.161392834973157,0.5092190574818861,0.0,0.4004167222770972,0.0,0.0,0.0,0.0,0.004752024425732758,-8.299640605195886,-2.221623736021153,0.0
