timestamp,robot_pos_x,robot_pos_y,robot_pos_z,robot_roll,robot_pitch,robot_yaw,robot_lin_vel_x,robot_lin_vel_y,robot_lin_vel_z,robot_ang_vel_x,robot_ang_vel_y,robot_ang_vel_z,1.x,1.y,1.z,2.x,2.y,2.z,3.x,3.y,3.z,4.x,4.y,4.z,5.x,5.y,5.z
1657315297,1.1703575724118594e-05,2.4975190816182926e-11,0.0,-0.00464055666237,-0.0009380618379975392,0.0,0.0,0.0,0.0,-0.10566176212159535,7.972456991473807,8.001097314632771,0.0,-8.000875112023893,7.9756549361957045,0.0,-7.975545886642107,-8.001002633292849,0.0,8.00108207283814,-7.9734547655283725,0.0,0.05617471082335071,8.00433252009643,0.0
