timestamp,ros_time,robot_pos_x,robot_pos_y,robot_yaw_th,robot_lin_vel_x,robot_ang_vel_z,person1_pos_x,person1_pos_y,person1_yaw_th,person2_pos_x,person2_pos_y,person2_yaw_th,person3_pos_x,person3_pos_y,person3_yaw_th,person4_pos_x,person4_pos_y,person4_yaw_th,person5_pos_x,person5_pos_y,person5_yaw_th,scan
1657364239,9,1.6544256860792677,0.8741494440016792,37.2467070958,0.40006430380562613,4.590158981682553,-5.844488247777637,8.24654196831381,0.9592841863632202,-8.410732336006289,-4.415607332097407,-0.7159769535064697,4.577850539167528,-8.462589619997594,-0.020524030551314354,8.515621394297323,5.399580174608226,0.7084570527076721,7.690216571773643,-2.2942115879785474,-0.6610903739929199,inf
1657364240,9,1.6671488497589886,0.8838554726648539,37.4304429775,0.39995956700256236,4.583899139409515,-5.879601741302538,8.21955541122739,0.9468061923980713,-8.412052454319422,-4.46910441409359,-0.7157754302024841,4.631511417831464,-8.464900358901515,-0.021515991538763046,8.515389278934887,5.457266243712894,0.7085279822349548,7.699436653306696,-2.3667032507525256,-0.660994827747345,inf
1657364249,9,1.698815756520735,0.9082951713710522,37.8894612081,0.4000348369878403,4.585659553117366,-5.943403149672031,8.157999698889498,0.9205278158187866,-8.414615802130248,-4.57661915581631,-0.71538907289505,4.7384410156402135,-8.469837804938953,-0.023598462343215942,8.51031166805732,5.568461890635116,0.7381744384765625,7.71790463014602,-2.5114848212672904,-0.660814106464386,inf
1657364259,10,1.9747951524091008,1.1394159558677999,41.8009960577,0.3998412115271421,1.4391633821674386,-6.34189853701027,7.05007741048466,-0.770520031452179,-8.387928987977121,-5.768607718354319,-0.5486403107643127,5.8389082874783185,-8.420187611872743,0.32594239711761475,7.685335871649937,6.203346150925985,0.9898143410682678,7.935237741237487,-4.154348327941437,-0.6481861472129822,inf
1657364268,11,2.269397292807749,1.409977910367929,43.3363649669,0.39995147352012256,1.5596997333641576,-6.569829547759009,5.5708114049853235,-0.7560370564460754,-7.441816252481016,-6.278060353110465,-0.12368587404489517,6.29822381724284,-7.43045183691478,0.5823343992233276,6.269721846625156,6.485361337387949,0.9966762065887451,8.195049887097204,-5.769631324779823,-0.5496641397476196,5.914935111999512
1657364278,12,2.5565314885007493,1.6884088740925014,44.9006230097,0.4000180989734103,1.5208262618087514,-6.785013583194599,4.07431370483038,-0.7537518739700317,-6.166579061815692,-6.529023390347423,-0.08301561325788498,6.673204714175651,-6.218873868365046,0.5901304483413696,4.829922491840527,6.728771477560577,0.9959130883216858,8.391940686913456,-4.809893999243128,0.6554937958717346,inf
1657364288,13,2.8360439667325332,1.9745242556041551,46.4368056184,0.3999933221209739,1.5337969114145689,-6.991059971999467,2.574734728628092,-0.7565087676048279,-4.83509077729655,-6.740168961126542,-0.07817192375659943,7.086044801761169,-4.979135458914373,0.5769835114479065,3.3936815589813274,6.992293895366539,0.9966326355934143,8.555168647048685,-3.044311750150455,0.6903500556945801,inf
1657364297,14,3.1096220717380287,2.266337106731368,46.9248745948,0.40000811765754757,0.003812652084923397,-7.215009436450009,1.0768014112021878,-0.7551999688148499,-3.5011140848282367,-6.938100339614349,-0.06370984017848969,7.530227008697758,-3.719608589877663,0.5854707956314087,1.947563016165155,7.19420480949805,0.9981967210769653,8.57785107923348,-1.1938189633214027,0.7101996541023254,inf
1657364307,15,3.381515131469667,2.559717451276134,47.2473404799,0.3999658054492549,0.0005175526051489895,-7.424915850192189,-0.42652010267105256,-0.7572025656700134,-2.1766600009037504,-7.091696594973866,-0.05952037498354912,7.904268743219193,-2.4331109820154913,0.6158472299575806,0.4992770346568735,7.357917430240612,0.99840247631073,8.54238623883791,0.673675169782435,0.7154048085212708,inf
1657364317,16,3.651753119211967,2.8546234332892775,47.5684217046,0.400041104515304,-0.005120280439624517,-7.654151235072681,-1.926308827807109,-0.7565835118293762,-0.8908707081880626,-7.2600986291152125,-0.06837540864944458,8.190036835469913,-1.1154109765920666,0.6343048214912415,-0.9417350537345629,7.524263390871345,0.9984011054039001,8.518777372853775,2.5595686366782147,0.7045783400535583,inf
1657364326,17,3.921636349482262,3.149855207259839,47.5682891069,0.39996020295221085,0.009432205686020078,-7.85692652109574,-3.4168584527920807,-0.7514681220054626,0.41025833339092044,-7.440712798839269,-0.06815245002508163,8.429455443275554,0.21181655906524297,0.649103045463562,-2.367009316138753,7.684899808988839,0.998360276222229,8.551618015316892,4.449798196577777,0.7030032277107239,inf
1657364336,18,4.190302650454401,3.4461933694146025,47.8707848453,0.40001182525153495,-0.004007942540408355,-8.048484952661493,-4.920213806643469,-0.7494820952415466,1.6978127802573915,-7.605791186487804,-0.057173967361450195,8.607794421828451,1.5441311434065954,0.6614906191825867,-3.784621624008063,7.8565522029295,0.9979937076568604,8.565258332469377,5.739275480160374,-0.5588973164558411,inf
