timestamp,robot_pos_x,robot_pos_y,robot_pos_th(yaw),robot_lin_vel_x,robot_ang_vel_z,1.x,1.y,y1.z,2.x,2.y,y2.z,3.x,3.y,y3.z,4.x,4.y,y4.z,5.x,5.y,y5.z
1657318668,1.4052640475280283e-05,-1.548030092729628e-09,-0.00339447051784,0.0018038316309908482,-0.14290503790022105,7.995184103740603,8.000166661262917,0.9998676776885986,-8.000158718000758,7.995682686385944,-0.719393253326416,-7.995655892138046,-8.000172123847687,-0.018597275018692017,8.000181736051085,-7.995349276523039,0.6939859390258789,0.017717283717711682,8.001302024270299,0.03691573441028595
