timestamp,robot_pos_x,robot_pos_y,robot_pos_z,robot_lin_vel_x,robot_lin_vel_y,robot_lin_vel_z,robot_ang_vel_x,robot_ang_vel_y,robot_ang_vel_z,1.x,1.y,1.z,2.x,2.y,2.z,3.x,3.y,3.z,4.x,4.y,4.z,5.x,5.y,5.z
1657296479,-4.715268262077875e-06,1.1731212695459397e-09,0.0,-0.0004110508632389371,0.0,0.0,0.0,0.0,0.0031272571074584792,0.05615391078425497,8.004349852368623,0.0
