timestamp,robot_pos_x,robot_pos_y,robot_pos_z,robot_lin_vel_x,robot_lin_vel_y,robot_lin_vel_z,robot_ang_vel_x,robot_ang_vel_y,robot_ang_vel_z
1657230193,-2.189153420698594e-06,-1.0868905452697324e-09,0.0,-5.978161724763459e-07,0.0,0.0,0.0,0.0,-8.80070978286415e-06
