timestamp,robot_pos_x,robot_pos_y,robot_yaw_th,robot_lin_vel_x,robot_ang_vel_z,person1_pos_x,person1_pos_y,person1_yaw_th,person2_pos_x,person2_pos_y,person2_yaw_th,person3_pos_x,person3_pos_y,person3_yaw_th,person4_pos_x,person4_pos_y,person4_yaw_th,person5_pos_x,person5_pos_y,person5_yaw_th
1657319391,-1.6948485930688412e-05,-1.5233242348333845e-10,0.00221771190893,-0.00015252631140700817,0.050957657251854346,7.995192582871783,8.00012796458283,0.9999115467071533,-8.000175319680217,7.99575321472087,-0.720190167427063,-7.995734268088516,-8.000157208150465,-0.017040837556123734,8.000185590271652,-7.9953333764275225,0.693798303604126,0.017724011875666426,8.001284391885248,0.03634205833077431
