timestamp,robot_pos_x,robot_pos_y,robot_pos_z,robot_lin_vel_x,robot_lin_vel_y,robot_lin_vel_z,robot_ang_vel_x,robot_ang_vel_y,robot_ang_vel_z
1657230177,-1.2816546151747392e-06,-1.1142411645851367e-09,0.0,-3.6969496530762964e-07,0.0,0.0,0.0,0.0,-2.9761589940933342e-05
