timestamp,robot_pos_x,robot_pos_y,robot_pos_z,robot_roll,robot_pitch,robot_yaw,robot_lin_vel_x,robot_lin_vel_y,robot_lin_vel_z,robot_ang_vel_x,robot_ang_vel_y,robot_ang_vel_z,1.x,1.y,1.z,r1.x,p1.y,y1.z,2.x,2.y,2.z,r2.x,p2.y,y2.z,3.x,3.y,3.z,r3.x,p3.y,y3.z,4.x,4.y,4.z,r4.x,p4.y,y4.z,5.x,5.y,5.z,r5.x,p5.y,y5.z
1657317167,1.3976666013534993e-05,-4.0792830782100017e-10,0.0,0.0,0.0,-0.00490401232139,-0.000704505003671474,0.0,0.0,0.0,0.0,-0.10340936151991144,7.995190523005883,8.000162513656003,0.0,0.0,0.0,0.9998725652694702,-8.000184744491564,7.9957134751535035,0.0,0.0,0.0,-0.7210193276405334,-7.995704622841327,-8.000168161237971,0.0,0.0,0.0,-0.01841021701693535,8.000147140301378,-7.995388662564049,0.0,0.0,0.0,0.6962435841560364,0.017686903953782914,8.001304689173937,0.0,0.0,0.0,0.03707113116979599
