timestamp,ros_time,robot_pos_x,robot_pos_y,robot_yaw_th,robot_lin_vel_x,robot_ang_vel_z,person1_pos_x,person1_pos_y,person1_yaw_th,person2_pos_x,person2_pos_y,person2_yaw_th,person3_pos_x,person3_pos_y,person3_yaw_th,person4_pos_x,person4_pos_y,person4_yaw_th,person5_pos_x,person5_pos_y,person5_yaw_th,close_dist,close_pos
1657632054,0,-2.0939762573414055e-07,-9.199079154864476e-10,-0.00410711290015,-0.00015338838627350026,-0.10312469474799217,7.934708637646626,8.003091683011313,0.9996386766433716,-8.002537859807168,7.941795034399446,-0.7243565320968628,-7.942002454442654,-8.002301764445637,-0.022856054827570915,8.00302379970872,-7.937564696118174,0.6870959997177124,0.1119809393092328,8.0089612487077,0.04116345942020416,0.0584759153426,left
1657632064,0,7.15828078551488e-06,-1.3970315873481106e-09,-0.00320425974263,0.0005212661453236181,0.06826097480289559,7.9109783606081985,8.004481585848463,0.999572217464447,-8.003685536267078,7.920606385783793,-0.7259770631790161,-7.920887968767241,-8.003362864256653,-0.025103535503149033,8.004421204417692,-7.914873456201027,0.6850302815437317,0.14559951635850335,8.011735777449669,0.04115988314151764,0.0584759600461,left
1657632074,1,9.251089322178311e-07,1.5962796384863137e-09,0.00068727688664,0.0002918153952895299,0.18685867025722852,6.86680425377473,8.044327416748722,0.9999939203262329,-8.07004238585794,6.942127971124529,-0.7275047302246094,-6.950543389986224,-8.060983133524383,-0.023675547912716866,8.091682392309306,-6.886181621291218,0.6779069304466248,1.4943682057898011,8.157770323385792,0.07246923446655273,0.0584759153426,left
1657632083,2,-4.2194529625394866e-06,4.824320497813215e-09,-0.00269167170898,-0.00028284335446420155,-0.02816639651949235,5.525818198380484,7.978437093792291,0.9995905756950378,-8.132544335472373,5.617508765350518,-0.7202960252761841,-5.626531091634671,-8.111769985623157,-0.01780439354479313,8.168810802711704,-5.510242277134187,0.6947524547576904,3.195237067744797,8.438933378269125,0.07413435727357864,0.0584759153426,left
1657632093,3,-9.176157185434449e-07,7.808920240724922e-09,-0.00252593260596,-0.00020913702961133847,-0.2658883896591054,4.040308122939056,7.979973976795436,0.9998663663864136,-8.15606484493654,4.269157104820638,-0.7069281339645386,-4.279046527757928,-8.169568598612045,-0.024537891149520874,8.211948711165997,-4.081643700457697,0.6966252326965332,5.051127256895306,8.567829876686858,0.007493891287595034,0.0584759153426,left
1657632103,4,9.99422579153758e-07,1.0239364793022246e-08,0.000665758960511,0.00011290141239301859,0.09920783576078263,2.5362848186954303,8.008074034122759,0.9999974966049194,-8.152459485452518,2.920512847788969,-0.7071816921234131,-2.931465700298507,-8.224859774773552,-0.015377611853182316,8.24335770856105,-2.6400269176142146,0.7030552625656128,6.315685014591397,7.8390156141242695,-0.5535116195678711,0.0584759153426,left
1657632112,5,0.26419237766656456,0.02779516817630625,11.8471755341,0.3996090681760067,19.626293010272285,1.0304328467576191,8.0519923268941,0.9995908141136169,-8.164027037876942,1.5772595834291232,-0.713731586933136,-1.5832446880897066,-8.2621564522875,-0.013733303174376488,8.298665979792778,-1.239344612790004,0.6821580529212952,6.685186145727403,6.151062127399371,-0.6598179936408997,0.0584759153426,left
1657632123,6,0.6342566653654423,0.16308274436370265,27.9971288293,0.39922377776646034,16.592741049932354,-0.4826688883770848,8.14950749296661,0.999498724937439,-8.212241455042276,0.2681586248952916,-0.725063681602478,-0.23513934318881125,-8.290452045708584,-0.008069879375398159,8.40510802189344,0.18015024429341517,0.6829001903533936,6.866677872360221,4.316334432640595,-0.6758211255073547,0.0584760904312,left
1657632132,7,0.9285807170674788,0.356326849163373,35.1089303486,0.23560279236857717,-1.303432592923894,-1.9959353959172517,8.229575541610025,0.9997718334197998,-8.272452225653572,-1.0462960487237947,-0.7197394371032715,1.1129682014298383,-8.32027524425149,-0.01456183847039938,8.467697958584854,1.6231837521858477,0.6992697715759277,7.0538741357136185,2.4434387851870363,-0.6662094593048096,0.0584757439792,left
1657632142,8,1.148840365806739,0.5109092956102187,35.0243235313,0.40043188293666876,0.21172337290470972,-3.496625360049685,8.28606831347717,0.9998413324356079,-8.307291392621634,-2.3380918652160356,-0.7144261598587036,2.4579120742889584,-8.362112109191235,-0.017240669578313828,8.47044515169242,3.061637023772229,0.711082398891449,7.282031295250498,0.5703635399499132,-0.6604932546615601,0.0584759153426,left
