timestamp,robot_pos_x,robot_pos_y,robot_pos_th(yaw),robot_lin_vel_x,robot_ang_vel_z,1.x,1.y,y1.z,2.x,2.y,y2.z,3.x,3.y,y3.z,4.x,4.y,y4.z,5.x,5.y,y5.z
1657318826,9.062166062267283e-07,1.0547973384217616e-09,-0.00539261381374,2.140226379767684e-05,-0.09661641780265105,7.910017325155414,8.004528106292664,0.999573290348053,-8.003618363680715,7.921448887317065,-0.7260938882827759,-7.921132595694396,-8.003755375283898,-0.028139032423496246,8.00412621341365,-7.914249719196673,0.6869362592697144,0.14542973822409325,8.011716034909297,0.04113959148526192
1657318835,1.3027084789987995e-06,1.0177791825360959e-09,-0.00511763940113,2.3823222115094152e-05,0.04768614112645961,7.8830169207544385,8.006213350849551,0.9995143413543701,-8.005007482990962,7.897975940422803,-0.7276936769485474,-7.897532881245818,-8.005199818854761,-0.030560100451111794,8.005688195439221,-7.888573844989016,0.6853020191192627,0.18233511804891975,8.01474866687684,0.04098299518227577
1657318846,-3.340460603596402e-07,1.0702903991475055e-10,-0.00098583979655,4.601953165984094e-06,0.012365617569984048,7.041351218988158,8.043568127574213,0.9999911785125732,-8.059114221373413,7.165281371013294,-0.7313816547393799,-7.155452627812182,-8.06278444300732,-0.037503454834222794,8.063019339349307,-7.075944292053782,0.6841107606887817,1.2296667389388234,8.121741940037976,0.06607934832572937
1657318856,-1.29821159540097e-06,1.1856221996057636e-10,-0.00144974576228,-1.0802285753447024e-06,-0.0018621981741976227,5.6783704445416765,7.966177581445846,0.9989122748374939,-8.132232334989034,5.891151980482301,-0.7240085005760193,-5.865130419478757,-8.150254371514958,-0.03188342601060867,8.138829704449103,-5.666918431432692,0.6898617744445801,2.8888697500214033,8.386261254409884,0.07470250874757767
1657318866,-1.874978893634513e-06,1.356889700308213e-10,-0.00191208572669,-5.78465500744015e-07,-0.0003149853322940749,4.223741511130158,7.916974181032365,0.9999362230300903,-8.196438265472011,4.544031832608247,-0.7244951128959656,-4.518109788673258,-8.21706633975351,-0.016369562596082687,8.193682189797682,-4.213103692795922,0.6978679895401001,4.712141629909243,8.534115647041384,0.013815601356327534
1657318876,-2.4644306123623088e-06,1.5780007258600497e-10,-0.00239450140693,-2.506092996895456e-07,-0.0007428377433755091,2.709662233123013,7.98409498141788,0.999601423740387,-8.258335872546315,3.196810314769276,-0.7209669351577759,-3.1708745052999547,-8.24934284952259,-0.009777229279279709,8.225944352659601,-2.7718258108559275,0.6996750235557556,6.2090255682902376,8.094792149176461,-0.48848211765289307
1657318888,0.19640977471892623,0.015102472779318915,9.04847680485,0.4002420432255089,20.132001165533783,1.1960075748924066,8.069464695631567,0.9996514916419983,-8.300866846978645,1.8504833339172952,-0.7159162759780884,-1.8250878259341996,-8.251241393242193,0.008090370334684849,8.25856310826091,-1.3456021355016048,0.69341641664505,6.692077013041506,6.466906137399074,-0.6399374008178711
1657318899,0.5751143140632498,0.13487302738869178,24.9874623989,0.39645572223985825,13.259880060537117,-0.3199255696100277,8.147009805376435,0.999676525592804,-8.362932293330159,0.5054459828621062,-0.7327253818511963,-0.47645622928945575,-8.244687791963946,-0.00891084037721157,8.355086797693227,0.06493906750828497,0.6745905876159668,6.9386661755062615,4.645370200605646,-0.6696252822875977
1657318910,0.9033628170234451,0.33655685983243605,34.684044141,0.23711147000030663,0.4821615848914349,-1.8355150311507953,8.220885679355062,0.9997377991676331,-8.443928770244879,-0.8253518092521187,-0.717771589756012,0.8716399735923798,-8.285795365951788,-0.017783967778086662,8.447036475000797,1.5176766345369619,0.6973273158073425,7.133821520154576,2.793111164032883,-0.6658549904823303
1657318921,1.1016667991191547,0.47374673460792266,34.6058898746,0.399803457003978,-0.0826344957233064,-3.3423409781636337,8.288754429192018,0.9997404217720032,-8.450288745684341,-2.1450766943686546,-0.7033626437187195,2.219547083825472,-8.332573273934058,-0.01696089655160904,8.445732798929022,2.977796385045946,0.7144080996513367,7.356532087316674,0.9337387991633996,-0.6622495055198669
1657318931,1.3801292036330026,0.6662018138171631,34.6420670134,0.40008472669438333,-0.012906111913743913,-4.842046136826069,8.369397534436661,0.9995074272155762,-8.443888705474317,-3.4866404363266614,-0.7096912860870361,3.560150981826123,-8.380757360300155,-0.0199460219591856,8.422642006617751,4.437825336765248,0.7078018188476562,7.5881240699233246,-0.9123311272957504,-0.6613729596138
1657318941,1.7036728480240129,0.9011865615686235,38.4276859189,0.4000132448791053,4.590674448677508,-6.058217986077372,8.116771613051325,0.8804191946983337,-8.46576206519447,-4.809265506342434,-0.7146850228309631,4.875365616340526,-8.44175706293629,-0.02758493833243847,8.377437696396823,5.811449408749453,0.8545591831207275,7.829136551660803,-2.7701728493525595,-0.658796489238739
