timestamp,ros_time,robot_pos_x,robot_pos_y,robot_yaw_th,robot_lin_vel_x,robot_ang_vel_z,person1_pos_x,person1_pos_y,person1_yaw_th,person2_pos_x,person2_pos_y,person2_yaw_th,person3_pos_x,person3_pos_y,person3_yaw_th,person4_pos_x,person4_pos_y,person4_yaw_th,person5_pos_x,person5_pos_y,person5_yaw_th,close_dist,close_pos
1657633268,0,8.123894213993134e-06,1.9462214826122909e-10,-0.00325073744186,-0.000733217217577842,-0.1716803441871832,7.855384321789248,8.00874806830102,0.999359130859375,-8.005634804683595,7.871691655523369,-0.7256371974945068,-7.871237525183653,-8.006191101255391,-0.029169272631406784,8.007141330579664,-7.860562550454625,0.6848512291908264,0.22268930746384416,8.017354270122105,0.038562025874853134,0.0584759600461,left
1657633274,0,1.0103048713386832e-06,1.0123382392054174e-09,-0.00213157224997,0.0001581983952396502,-0.14469675584664327,7.789991968857288,8.01366536095985,0.9992811679840088,-8.008945152832176,7.813508286861085,-0.7272502183914185,-7.812747615492315,-8.009866565236578,-0.03197586536407471,8.011349295099762,-7.797176222948952,0.6828681230545044,0.31091460006521543,8.02410164273475,0.038080040365457535,0.0584759153426,left
1657633283,1,-2.4127698112311228e-08,5.333168825836404e-10,-0.00110536396122,1.7729459069548047e-05,0.0015746960009316504,7.075492370576507,8.054502111668592,0.9998947381973267,-8.043423524863229,7.157265338817302,-0.7210462093353271,-7.149811153987731,-8.051709637386423,-0.027053268626332283,8.0587473817454,-7.07842599700193,0.6865074038505554,1.2367527344272915,8.110474034728984,0.05816744640469551,0.0584759153426,left
1657633292,2,-1.1540957488573885e-06,5.46188071902417e-10,-0.00136753463226,-2.6303777858511737e-06,-0.0008238450426817085,5.772202867042247,7.99183511158777,0.9988687038421631,-8.075108565828728,5.8723269898343275,-0.7131088972091675,-5.847379355721261,-8.113329432121757,-0.023847157135605812,8.122980857385748,-5.68247019296956,0.6927036046981812,2.9066712543639763,8.379937549078551,0.08541631698608398,0.0584759153426,left
1657633301,3,-1.7163439270337307e-06,5.619613472136564e-10,-0.00185567880699,-4.0890723327428467e-07,-0.00042069306696229197,4.313031437540244,7.944556657863964,0.9998734593391418,-8.088724366316683,4.528106532969536,-0.7085142135620117,-4.500419466418082,-8.182507359745534,-0.027073610574007034,8.18160870568004,-4.240116042492913,0.6919522881507874,4.73805575938708,8.560438406397024,0.01601003110408783,0.0584759600461,left
1657633310,4,-2.3419294211711475e-06,5.845561140603695e-10,-0.00231981975535,-6.383905208469308e-07,-0.0004709885769677314,2.8040491912363157,8.017747772191617,0.9996950030326843,-8.100018707924274,3.2017059893072184,-0.7129804491996765,-3.1540388026985573,-8.245906364709017,-0.018352802842855453,8.24018746480381,-2.788426231268547,0.6946096420288086,6.227924730931074,8.112217896012664,-0.49120086431503296,0.0584759600461,left
1657633319,5,-5.1137582501264714e-05,1.6862755593234624e-08,-0.0448019347732,0.0005420830140413041,0.3803390605088262,1.2876668294013198,8.085784809770606,0.9997843503952026,-8.1349788633493,1.8626175055645975,-0.7189412117004395,-1.8168373046807218,-8.2691083663195,0.0008373961318284273,8.300649922280558,-1.3494884042370887,0.6858475804328918,6.672557731321446,6.487311133658523,-0.6560123562812805,0.0584759600461,left
1657633329,6,-3.659079533464686e-05,9.107058073983503e-09,-0.0472534043375,5.6395289631734386e-06,-0.007323533778398134,-0.22879821209696904,8.15205398644309,0.9997146725654602,-8.17243986466943,0.5145073115272913,-0.713428258895874,-0.4729246786725987,-8.282131664998092,-0.015664193779230118,8.402411164602283,0.05753247942037345,0.678905725479126,6.865671368063754,4.6610648133493635,-0.6725098490715027,0.0584759600461,left
1657633338,7,-2.6855800110400185e-05,6.437035133514937e-10,-0.0494512942146,6.80817850074791e-05,0.03423908716730129,-1.7439718671405788,8.24255351497114,0.9993544816970825,-8.21338205570548,-0.833444313805241,-0.7246596217155457,0.8748521604412153,-8.332092910279197,-0.01688736118376255,8.478685835597888,1.4832730205312656,0.6983371376991272,7.072274437521242,2.7806427043972253,-0.661982536315918,0.0584759600461,left
1657633346,8,-8.618337071446958e-06,-1.3356666865386814e-08,-0.0385872638234,-7.689425082855274e-05,-0.010036273257670059,-3.249910891043833,8.335175340846286,0.9997779726982117,-8.280853365794504,-2.180391947626165,-0.7211953997612,2.2228394484697187,-8.375060323044552,-0.016148708760738373,8.49673992241302,2.922486142071838,0.7042900919914246,7.298367730127048,0.9163512175047782,-0.6664860844612122,0.0584759600461,left
