timestamp,ros_time,robot_pos_x,robot_pos_y,robot_yaw_th,robot_lin_vel_x,robot_ang_vel_z,person1_pos_x,person1_pos_y,person1_yaw_th,person2_pos_x,person2_pos_y,person2_yaw_th,person3_pos_x,person3_pos_y,person3_yaw_th,person4_pos_x,person4_pos_y,person4_yaw_th,person5_pos_x,person5_pos_y,person5_yaw_th,scan
1657631071,1,-3.3088623407973523e-06,-2.9417617156490455e-10,-0.00221060130767,0.00013790434887468438,0.045091287496266036,7.069495496505313,8.034721767155089,0.9999989867210388,-8.049611213872117,7.147684613906449,-0.7245340943336487,-7.155476064654293,-8.048247458816912,-0.024145448580384254,8.053585940726753,-7.083458139941571,0.689361035823822,1.2179380295435582,8.113538347269873,0.060946352779865265,inf
1657631072,1,2.6376863909255065e-06,-1.259291824894271e-10,0.00201164159075,0.00019051387147737126,0.1567131180893232,6.967714659427925,8.033596131072137,0.999976396560669,-8.054276210721714,7.050050239272492,-0.7235490083694458,-7.059106010295368,-8.052655191177427,-0.02243375964462757,8.058560284981011,-6.9790209696166015,0.6903025507926941,1.3433796922610517,8.12971099641331,0.06510661542415619,inf
1657631079,1,-2.7429601967533535e-06,2.4787610844038556e-10,-0.00256519887833,0.00012868075621508252,0.04324245528786802,6.813096137577014,8.029847269606464,0.9998923540115356,-8.060971583620189,6.900374828388263,-0.7223645448684692,-6.911027483932796,-8.058835506750237,-0.02010209858417511,8.065756259060466,-6.8189742369291695,0.6913694739341736,1.5333875118027955,8.156225283396576,0.07132084667682648,inf
1657631088,2,-4.37182582475959e-06,2.3384273954373066e-09,-0.00307586913989,-0.00028965289237616883,-0.06698873010742912,5.729786821986557,7.958201319835414,0.9992427229881287,-8.101287097795673,5.8502455741677695,-0.719989001750946,-5.854672982229385,-8.088498911568047,-0.010340883396565914,8.112086432311342,-5.693032636836406,0.6921241879463196,2.8533567350844993,8.383936126646985,0.08740776777267456,inf
1657631098,3,-4.538424869385881e-06,4.753309461966033e-09,-0.00341666374667,2.5475015057873997e-05,0.021382273959281172,4.243134055981134,7.930528030811098,0.9998467564582825,-8.138433253517897,4.527872672560958,-0.7133281826972961,-4.506813472189829,-8.134938080583645,-0.027210233733057976,8.167951350563765,-4.242970815095264,0.6953443288803101,4.662400012454405,8.564494290039857,0.01469569094479084,inf
1657631109,4,-4.805553652087912e-06,6.9104621794276315e-09,-0.00417547374358,0.0001178928532256537,0.047494439038623715,2.7353485571407328,7.999014004156977,0.9997636079788208,-8.169638305178456,3.2347442083731988,-0.719702959060669,-3.1609048002854254,-8.219473785230612,-0.031978752464056015,8.19971796620408,-2.806139090219067,0.7037181258201599,6.198606734139142,8.1622669340461,-0.47211676836013794,inf
1657631120,5,0.16691519789897466,0.012707856192369088,8.00005861282,0.39992312348329784,16.782808837742838,1.232826190177528,8.06306065540244,0.9997527003288269,-8.21834130678699,1.898639649442158,-0.7180748581886292,-1.8168826575044157,-8.297497929046857,-0.027149362489581108,8.216580310104435,-1.3862560840707763,0.6929477453231812,6.68902870810261,6.560993168757516,-0.6442500352859497,inf
1657631132,6,0.5462898124310042,0.12473822333926908,23.741828745,0.396288107422324,16.86002693728331,-0.2733237201821049,8.13466732246066,0.9996878504753113,-8.245535883278354,0.5507895895562251,-0.7102636694908142,-0.4697291152992086,-8.36268149591066,-0.021293265745043755,8.314444956795665,0.04227612104491108,0.6765010952949524,6.905854874187986,4.749945646925203,-0.6748334169387817,inf
1657631143,7,0.8840053027643989,0.3322579161693688,35.3463339165,0.3311333353315682,1.04081330614087,-1.7821515351293686,8.211572673827092,0.9996782541275024,-8.253761883296724,-0.7958564452978645,-0.7097861170768738,0.8782993859234337,-8.405479502885747,-0.010207477025687695,8.410620487256002,1.4913660820155346,0.6921482086181641,7.097870290393645,2.876317153823912,-0.6615519523620605,inf
1657631154,8,0.9272703203094211,0.3630357975288861,35.5916246051,2.5042394380392352e-05,0.004910149880863505,-3.298995037498767,8.26640811720924,0.9999554753303528,-8.278281804325896,-2.1392726460244487,-0.7176902294158936,2.226915807108145,-8.423115154637518,-0.0052421437576413155,8.444343722093727,2.951175222315204,0.7036344408988953,7.345372715055031,1.0082384897885066,-0.6597445607185364,inf
