timestamp,ros_time(in sec),robot_pos_x(in meters),robot_pos_y(in meters),robot_pos_th(in deg),robot_lin_vel_x(in m/s),robot_ang_vel_z(in deg/s),person1_pos_x(in meters),person1_pos_y(in meters),person1_pos_th(in deg),person2_pos_x(in meters),person2_pos_y(in meters),person2_pos_th(in deg),person3_pos_x(in meters),person3_pos_y(in meters),person3_pos_th(in deg),person4_pos_x(in meters),person4_pos_y(in meters),person4_pos_th(in deg),person5_pos_x(in meters),person5_pos_y(in meters),person5_pos_th(in deg),person6_pos_x(in meters),person6_pos_y(in meters),person6_pos_th(in deg),person7_pos_x(in meters),person7_pos_y(in meters),person7_pos_th(in deg),person8_pos_x(in meters),person8_pos_y(in meters),person8_pos_th(in deg),person9_pos_x(in meters),person9_pos_y(in meters),person9_pos_th(in deg),person10_pos_x(in meters),person10_pos_y(in meters),person10_pos_th(in deg),laser scan data
1658988878,0,-1.705383066843053e-05,8.938477478969719e-11,1.72179193063e-05,-0.00022835062291297608,0.05952332749429773,7.970314144615925,8.005050411191043,0.9975650310516357,-8.005092538342668,7.9733962711829145,-0.7603659629821777,-7.979564503176901,-7.998707243628944,0.027645064517855644,8.005009786823056,-7.971450939561693,0.6540361642837524,0.05622849267499809,8.004403486405211,0.04037442430853844,7.973233904155196,6.999039559892551,0.9999984502792358,-6.9985154594720544,7.978665911154829,-0.6995178461074829,-6.974889966528671,-8.003173829148444,-0.06478160619735718,6.998081706827161,-7.9823834468365655,0.7254898548126221,-0.034156851207222116,-8.002820841816265,0.9991233348846436,inf
1658988879,0,4.750708735198797e-06,-9.46896816380823e-10,0.00183492586457,-0.0006011726430021678,0.23726448448720341,7.92993728002671,8.01058347752216,0.9976845979690552,-8.010663738658472,7.937309080658595,-0.7590959668159485,-7.949911436707534,-7.99747068060973,0.018864978104829788,8.01053902482449,-7.932839265766733,0.6550724506378174,0.11231124073847037,8.009047423053179,0.0414179190993309,7.936286233063913,7.0000459063519385,0.9998623132705688,-6.998685219653971,7.949047654844421,-0.7115293145179749,-6.942070064300034,-8.007582062144959,-0.06728913635015488,6.99746766072954,-7.95769809940285,0.7134349346160889,-0.06835407561055441,-8.005766458102482,0.9990651607513428,inf
1658988880,0,-9.82903375528317e-07,2.8887045904160906e-09,-0.00272633035127,-3.9166419160463504e-05,0.003247430076220375,7.845203305360673,8.02247435635786,0.9975069165229797,-8.022570106461327,7.8616699386753774,-0.7606387138366699,-7.88674322672687,-7.996152061765329,0.006897526793181896,8.022274269478157,-7.852048989229304,0.6539914608001709,0.22341006010232983,8.018115261283512,0.0401788055896759,7.8579631924237905,7.004188196450321,0.9995508193969727,-7.001034307216738,7.88606701867142,-0.7235530018806458,-6.873321807100565,-8.017244610492524,-0.07077484577894211,6.997853006333808,-7.904905487221725,0.7008829116821289,-0.13641847208346197,-8.011708952603927,0.9990583658218384,inf
1658988882,0,8.18064053736598e-06,3.3828687502194977e-09,-0.00142651153357,0.00015179551479067567,-0.19581051028146057,7.7756790894118,8.032577646859604,0.9973635077476501,-8.032610167350397,7.799520329427775,-0.7616237998008728,-7.834400262883235,-7.995937443237088,0.0006383255240507424,8.031997478423486,-7.785723884396286,0.6538130044937134,0.3119287778621088,8.025066856879842,0.03885641694068909,7.7931243082080615,7.008573915889288,0.9993963837623596,-7.004170199154775,7.833852372393765,-0.7292752265930176,-6.816854114879614,-8.02545002412549,-0.07246693968772888,6.9992552446556555,-7.861027818136346,0.6941724419593811,-0.1910013303756955,-8.016355215915473,0.9991149306297302,inf
1658988884,0,4.690066241914252e-06,2.594573715953691e-09,0.00166858203019,-1.3805561054036645e-05,0.1516648711417432,7.613166525676722,8.057132122121333,0.997092604637146,-8.056663813581942,7.6532341175667815,-0.7625478506088257,-7.710493530485885,-7.997101969737031,-0.006941038183867931,8.054549801536705,-7.629688633443541,0.6552610993385315,0.5147368560947403,8.040272147398847,0.03667326644062996,7.639555181098601,7.019993485086181,0.9992926716804504,-7.0139249678766795,7.709994448609839,-0.736624002456665,-6.684321234607038,-8.045241561746325,-0.07485603541135788,7.00499429596772,-7.756939551865122,0.6839975714683533,-0.3170333715846925,-8.026238870460586,0.9993086457252502,inf
1658988886,0,-4.2318575447358135e-06,3.206118739214257e-09,-0.00295505322498,-0.0006144298464577868,-0.2008169142835395,7.380269285478599,8.094304385544588,0.9967127442359924,-8.091917707181594,7.439704537827593,-0.7623978853225708,-7.528968052621582,-8.000226021359072,-0.008772739209234715,8.085682322065562,-7.401955420968007,0.659069299697876,0.8011142298564202,8.060583620894844,0.03460394963622093,7.413992092864445,7.036405877039298,0.9993877410888672,-7.03111431565471,7.527545218043632,-0.7408686876296997,-6.492460597926593,-8.07489251798256,-0.07780327647924423,7.017084886275503,-7.6039036608029775,0.6758245825767517,-0.4965360064754692,-8.037916472321703,0.9995691776275635,inf
1658988888,1,-2.1679905040107007e-06,3.480569638281771e-09,-0.00204584716436,0.0001602411755136759,0.0821234103907591,7.129949391204092,8.137330077402968,0.9960838556289673,-8.130628677666884,7.202994132559809,-0.761784553527832,-7.32805709838596,-8.003051354028557,-0.005420036148279905,8.117235288105196,-7.149342463108969,0.6636775135993958,1.1085909188838765,8.081085771330597,0.032359778881073,7.161852316169783,7.05257833349826,0.9995588064193726,-7.05181681800671,7.323726964958097,-0.7424861788749695,-6.282488802758088,-8.10888200516123,-0.0818551629781723,7.03343966458091,-7.433336573206212,0.6706458330154419,-0.6902560798935483,-8.047428110631026,0.9997707009315491,inf
1658988890,1,1.9786712247245766e-06,3.769520505507288e-09,0.000991026787861,0.00017038283661126058,0.13727223641742983,6.875352651296182,8.185966257983331,0.9951774477958679,-8.170859247578683,6.9514303189259605,-0.7601300477981567,-7.115823598522814,-8.004109941660746,-0.0005474730278365314,8.147517897119268,-6.880241706789742,0.6681237816810608,1.4265388459449853,8.100343366882502,0.028519319370388985,6.888638622737132,7.0666246302339975,0.9997326731681824,-7.074556571938326,7.105370996152153,-0.7429351210594177,-6.062646700671469,-8.146959830358606,-0.08857367187738419,7.052911652406786,-7.250914763028941,0.6673427820205688,-0.8903969498301635,-8.054740172704765,0.9998588562011719,inf
1658988893,1,-3.31226096540491e-06,4.384809680347282e-09,-0.00303428669429,-0.000631311550107183,-0.25966175347465104,6.620124001303028,8.23983886724772,0.9941939115524292,-8.21064420355929,6.691182146444984,-0.7576155662536621,-6.898131792428063,-8.003079110100916,0.004271757788956165,8.1758309129087,-6.600393565266234,0.6721335649490356,1.748315472642576,8.116451569111574,0.022385163232684135,6.602177062158858,7.077899775299255,0.9998456239700317,-7.098389422810868,6.876729919055518,-0.7427471280097961,-5.838823035465196,-8.189611595222983,-0.09790141135454178,7.074618088520108,-7.060002515308809,0.6651724576950073,-1.091148944245759,-8.061254884345713,0.9998672008514404,inf
1658988894,1,-2.098995006696672e-06,4.661641885760013e-09,-0.00230894012014,0.00015345547212346512,0.08302461084780391,6.365562984210844,8.298490377152925,0.9932027459144592,-8.248896782093947,6.426240062393503,-0.7548139691352844,-6.678816004405726,-8.000000595839111,0.008806487545371056,8.201912840092605,-6.313675577344705,0.6757050156593323,2.070826403322704,8.127877456795014,0.014370633289217949,6.307404174932612,7.086754399117511,0.9999082088470459,-7.122694851927011,6.64078642032097,-0.7422277331352234,-5.614806221208083,-8.237183386106729,-0.10898292064666748,7.097978958913439,-6.862782075151765,0.6636587381362915,-1.288913120011493,-8.068236735531602,0.9998209476470947,inf
