timestamp,ros_time(in sec),robot_pos_x(in meters),robot_pos_y(in meters),robot_pos_th(in deg),robot_lin_vel_x(in m/s),robot_ang_vel_z(in deg/s),person1_pos_x(in meters),person1_pos_y(in meters),person1_pos_th(in deg),person2_pos_x(in meters),person2_pos_y(in meters),person2_pos_th(in deg),person3_pos_x(in meters),person3_pos_y(in meters),person3_pos_th(in deg),person4_pos_x(in meters),person4_pos_y(in meters),person4_pos_th(in deg),person5_pos_x(in meters),person5_pos_y(in meters),person5_pos_th(in deg),laser scan data
1658152118,0,-1.6364856866641333e-05,-3.986281795127691e-11,0.00123105362745,-0.0001063769487402503,0.07168120821227136,8.00205424380798,5.014102595852555,0.6545462608337402,-8.001851803450332,5.012525989610585,0.7567538619041443,-8.001826957516704,-5.01254340509844,-0.7559614777565002,8.000542012143876,-4.989444562676718,0.6865163445472717,0.017724206837668226,8.001346361470242,0.038302335888147354,inf
1658152119,0,1.8121724029335728e-05,2.1189349751249057e-09,0.00458753563724,5.52341160873178e-06,0.053004667020665815,8.006394536750859,5.044555491209219,0.6554990410804749,-8.005789216737035,5.039552559550797,0.7562916278839111,-8.005669933447221,-5.039635081885367,-0.7549360990524292,8.001657959238825,-4.974074598241437,0.6795493960380554,0.05617448876820365,8.00448134178811,0.04129258543252945,inf
1658152122,0,8.442479000176957e-06,-2.281818207984228e-10,-0.000964594145187,5.6712803970593016e-05,0.10415787295526435,8.016358841775508,5.115484863309301,0.6562922596931458,-8.014913853385812,5.102417099333436,0.756181538105011,-8.01444267472115,-5.102741166576205,-0.7539374828338623,8.00450956019164,-4.942878320514949,0.6719076633453369,0.14591563195284413,8.012157102310939,0.04282999411225319,inf
1658152124,0,-4.677914818526925e-06,-1.431225178683825e-09,-0.000469314017586,1.5173240876009155e-05,-0.017559713679771466,8.039792640951129,5.285091271479766,0.6573508381843567,-8.036730356414735,5.252417768301774,0.7563371658325195,-8.034881370402854,-5.253689905706524,-0.7524994611740112,8.012615067960136,-4.872129317151991,0.6622850894927979,0.3603203770371811,8.030163590714585,0.04126371815800667,inf
1658152125,0,2.0503412772704257e-07,-9.265631341801874e-10,-0.00056323622824,0.00017887952756041558,0.08613490853527511,8.068781675973577,5.499815924078248,0.6585855484008789,-8.064293454238738,5.44178574270318,0.7562789916992188,-8.059814032117814,-5.4448720267180235,-0.7507307529449463,8.024812871714486,-4.7819013364117255,0.6557708382606506,0.6311192843717064,8.052374733130678,0.04089910537004471,inf
1658152128,0,4.467136599713661e-06,-4.922313811967919e-10,0.00233047873361,0.00013797678326021777,0.11137186748265264,8.050698592590619,5.707966720018189,0.8139560222625732,-8.094101429175726,5.631734140600618,0.7725213766098022,-8.072753848696797,-5.652420784303613,-0.6712918281555176,8.040509007124747,-4.675795864084694,0.652101457118988,0.9388876938478388,8.077840349076023,0.041465483605861664,inf
1658152130,1,-4.680920141387876e-06,2.1602962707609359e-10,-0.00322129141653,-0.000491313143222506,-0.16278295343926694,7.936999787242097,5.862789786013588,0.9283996224403381,-8.117492309191567,5.682950956098868,0.9999427199363708,-7.998494398894555,-5.813738015658313,-0.44997644424438477,8.05886244757046,-4.556605056005218,0.6505973935127258,1.2693384185731476,8.107098928143412,0.047973815351724625,inf
1658152132,1,-2.136790291135095e-06,4.503986444185622e-10,-0.00208270175515,0.00014234320104844391,0.0872053982027258,7.7605971041606985,5.9774760740489,0.9712029695510864,-8.136167026516274,5.623935401360534,-0.7716385126113892,-7.856327293965975,-5.93687668641901,-0.29551956057548523,8.079279753499705,-4.426221793600288,0.6498814821243286,1.6145138971406527,8.143384044164005,0.054319459944963455,inf
1658152134,1,1.7876558984294575e-06,7.436364201002928e-10,0.000908574939134,0.00015768026239366552,0.13593835231101056,7.5421285902920445,6.066137971612275,0.9858922958374023,-8.154647770195357,5.492860904971662,-0.7489824295043945,-7.670069323381675,-6.035104390619433,-0.21130909025669098,8.101369709663935,-4.285954427227896,0.6497930884361267,1.9702425751890693,8.182576475835335,0.054503317922353745,inf
1658152136,1,-1.231692627379115e-06,1.264557239015074e-09,-0.00239681042634,-0.0004948070119950924,-0.41262745236583415,7.295559196378512,6.138829694808152,0.9915286302566528,-8.173540079671342,5.314057506022899,-0.7403573393821716,-7.455302350334786,-6.116944758020455,-0.1647038459777832,8.124745715020186,-4.136912829631384,0.6502285599708557,2.333352907408472,8.220846373658393,0.050760455429553986,inf
1658152137,1,-3.7728971067799575e-06,1.7444268169805408e-09,-0.00330136367796,0.00011886245601229065,0.04370149461120471,7.0308690516142205,6.201788497628987,0.9940147995948792,-8.191511240236439,5.103825426523622,-0.7344186305999756,-7.22230233033808,-6.187799771634076,-0.13728511333465576,8.149062216263355,-3.9800503511037904,0.6510449051856995,2.7010205176561053,8.255813002523018,0.04497142508625984,inf
1658152140,2,-3.00536022034788e-07,1.9386655122759067e-09,-0.000707070830111,0.00012393366470435518,0.09839121075701271,6.754925557416684,6.258733230011531,0.9952532052993774,-8.207803010818235,4.873237989292824,-0.7299284338951111,-6.9778565685871845,-6.251118645063763,-0.12016016244888306,8.174018956706576,-3.816221311308978,0.6521788835525513,3.0711570623911406,8.286292626174923,0.038528356701135635,inf
1658152142,2,1.9078217851786993e-06,2.3045227745271847e-09,-0.000917631601323,-3.823076987079623e-05,-0.23223142554283713,6.471958463084091,6.311817735167286,0.9959539175033569,-8.222316655619217,4.629635900782624,-0.726581335067749,-6.726066368885508,-6.309046748883151,-0.1085067018866539,8.19916945605355,-3.6467352941188933,0.6538538336753845,3.4428347908627073,8.312552561972687,0.03327571228146553,inf
1658152144,2,-4.240768693576736e-06,2.879743383100676e-09,-0.00364230275086,8.902083048796143e-05,0.0300547143549351,6.184502408245547,6.362184118885298,0.9964093565940857,-8.235259819431157,4.377837648158421,-0.7241019010543823,-6.469379593342267,-6.362924866463645,-0.10011858493089676,8.22404954678596,-3.4730988682539645,0.6558590531349182,3.8157958663977003,8.335607491360324,0.02943800389766693,inf
1658152146,2,-9.891705526644714e-07,3.0436907660739293e-09,-0.0012138782327,0.00011725711205232606,0.09458189315107933,5.894217949524571,6.41038636425428,0.9967426061630249,-8.24691557655078,4.121001791722712,-0.7222722768783569,-6.209424227045023,-6.413638022937931,-0.09378215670585632,8.248341012696118,-3.296553500154971,0.6580175161361694,4.1898940201428445,8.356414387716596,0.02680995687842369,inf
1658152148,2,2.497742492075399e-06,3.3581427763164317e-09,-0.000227703138275,9.987311554631104e-05,-0.1089994739531784,5.602199445016481,6.456742660394833,0.997002124786377,-8.257557029728687,3.861198158443104,-0.7209265828132629,-5.947287849439737,-6.461778932500472,-0.08876894414424896,8.271816739397776,-3.1182623181047555,0.6602162718772888,4.565040575613669,8.37571459516638,0.025051500648260117,inf
1658152150,3,-4.755045042536836e-06,3.959710870547418e-09,-0.00397898896303,5.124776965716914e-05,0.012795713118892214,5.309144111955772,6.501507928424982,0.9972032904624939,-8.267401278725758,3.5997702318109925,-0.7198590040206909,-5.683698023744757,-6.50776203277897,-0.08470457047224045,8.294267326477959,-2.9396681618864027,0.6625056266784668,4.941177897419029,8.394013229636242,0.02386123687028885,inf
1658152152,3,-1.6376646753065136e-06,4.083680433838839e-09,-0.00170514585826,0.00011145656108224472,0.09299308884912091,5.015070370813747,6.545222638817146,0.9973194599151611,-8.276382117895182,3.337395485672361,-0.7185617685317993,-5.419136994293075,-6.552038352191354,-0.0816771388053894,8.315349413537918,-2.760907627878901,0.6658145785331726,5.318269683882672,8.411615108471834,0.02299012430012226,inf
1658152154,3,2.3657542594890362e-06,4.3705711350447645e-09,0.000450633578196,0.0001787368621878995,0.00837494416112906,4.719688720025118,6.588490715824528,0.9973751306533813,-8.284312865637599,3.0743770870702876,-0.7170802354812622,-5.153926649986477,-6.595025699422,-0.0793943703174591,8.334573971110578,-2.5819381570870323,0.670024573802948,5.681634737936905,8.410794730147492,-0.063127800822258,inf
1658152156,3,-5.613172339079369e-06,5.036016636044196e-09,-0.00454347896039,-5.426456545083552e-05,-0.0298534472576693,4.422806823930419,6.631725185833809,0.9973905682563782,-8.291087684525307,2.810910341303962,-0.7155001759529114,-4.888285879575664,-6.6370100397246405,-0.07761996984481812,8.351559911473887,-2.4027427076456442,0.6749314665794373,5.954148819882876,8.298611023895981,-0.2808137834072113,inf
1658152158,3,-2.4183309476712833e-06,5.100876385495036e-09,-0.00231054712355,9.586907259979576e-05,0.08290824516609654,4.124299273472961,6.6752155452858455,0.9973778128623962,-8.296654827021985,2.54712268527084,-0.713876485824585,-4.622364066861602,-6.678191461082297,-0.07620307058095932,8.365952787057774,-2.223320802555704,0.6805593967437744,6.154311920781643,8.099491171219245,-0.4369140863418579,inf
1658152161,4,1.2342264990683114e-06,5.313838634332524e-09,0.000641836647882,0.00013316867768708892,0.10970024601714272,3.8242324514632173,6.719155206943159,0.997342050075531,-8.301053345087858,2.283083432617485,-0.7125216722488403,-4.356265589706194,-6.718709291178123,-0.07500815391540527,8.377384993194525,-2.0436862805150113,0.6866998076438904,6.306128523995116,7.843488262040593,-0.5256239771842957,inf
1658152163,4,-3.8992355428443684e-06,5.841828172623562e-09,-0.00397618675285,-0.0005071137550545234,-0.2952376990497763,3.5239186195228007,6.763587853682632,0.9972750544548035,-8.305186981670246,2.018625637907728,-0.7128880620002747,-4.090094507947373,-6.758578051332848,-0.07377460598945618,8.386108225419374,-1.8638990550951648,0.6916412711143494,6.42549675508427,7.550405456556202,-0.5755055546760559,inf
1658152165,4,0.006270070772063761,2.6244098235796723e-05,0.488691291317,0.09701043790989998,7.803688370037089,3.223702512786236,6.808675911177371,0.9971880912780762,-8.310229600029722,1.7535034075178524,-0.714521586894989,-3.8239331815356827,-6.79783167590852,-0.07287880778312683,8.39449262697032,-1.6840961422115985,0.6880643963813782,6.52124490717762,7.232785810051034,-0.6086589694023132,inf
