timestamp,ros_time(in sec),robot_pos_x(in meters),robot_pos_y(in meters),robot_pos_th(in deg),robot_lin_vel_x(in m/s),robot_ang_vel_z(in deg/s),person1_pos_x(in meters),person1_pos_y(in meters),person1_pos_th(in deg),person2_pos_x(in meters),person2_pos_y(in meters),person2_pos_th(in deg),person3_pos_x(in meters),person3_pos_y(in meters),person3_pos_th(in deg),person4_pos_x(in meters),person4_pos_y(in meters),person4_pos_th(in deg),person5_pos_x(in meters),person5_pos_y(in meters),person5_pos_th(in deg),person6_pos_x(in meters),person6_pos_y(in meters),person6_pos_th(in deg),person7_pos_x(in meters),person7_pos_y(in meters),person7_pos_th(in deg),person8_pos_x(in meters),person8_pos_y(in meters),person8_pos_th(in deg),person9_pos_x(in meters),person9_pos_y(in meters),person9_pos_th(in deg),person10_pos_x(in meters),person10_pos_y(in meters),person10_pos_th(in deg),person11_pos_x(in meters),person11_pos_y(in meters),person11_pos_th(in deg),person12_pos_x(in meters),person12_pos_y(in meters),person12_pos_th(in deg),person13_pos_x(in meters),person13_pos_y(in meters),person13_pos_th(in deg),person14_pos_x(in meters),person14_pos_y(in meters),person14_pos_th(in deg),person15_pos_x(in meters),person15_pos_y(in meters),person15_pos_th(in deg),person16_pos_x(in meters),person16_pos_y(in meters),person16_pos_th(in deg),person17_pos_x(in meters),person17_pos_y(in meters),person17_pos_th(in deg),person18_pos_x(in meters),person18_pos_y(in meters),person18_pos_th(in deg),person19_pos_x(in meters),person19_pos_y(in meters),person19_pos_th(in deg),person20_pos_x(in meters),person20_pos_y(in meters),person20_pos_th(in deg),laser scan data
1658306702,0,-5.8453764413336865e-06,1.5603884376322723e-09,-0.00381671525161,-0.0005861638488389833,0.1278353182527854,7.902019997074792,8.01661879961197,0.9966241121292114,-8.015544851742073,7.912385562022523,-0.7641162276268005,-7.934768596518803,-8.008554243677365,-0.05587068572640419,8.016617888549249,-7.906707266532646,0.6429843902587891,0.14528444057201184,8.010690269699838,0.03622715547680855,7.904817933213721,7.016567224113806,0.9955722093582153,-7.01288979434847,7.9209430584484934,-0.7675275206565857,-6.930132624675151,-7.989115672427844,0.10027867555618286,7.011496131833333,-7.944555926162914,0.6200888752937317,-0.08818427358862671,-8.007853438561526,0.9989175200462341,7.945870486455158,6.019209368713557,0.9855766296386719,-6.0193486198960215,7.934776776744867,-0.8035004138946533,-7.926192798298393,-6.011828519249801,-0.08379901945590973,6.018567711004392,-7.909756370146479,0.637451171875,8.00925081130432,-0.11088547109567623,-0.6760620474815369,8.035911973564522,5.101230207632507,0.564301609992981,-5.07205214037159,8.027633275952404,0.9804337620735168,-5.112896458637113,-8.029636209793477,0.9851014614105225,5.07404377677366,-8.027132614922904,-0.1828281581401825,-8.006936346521206,0.07739538023055179,0.7391327023506165,inf
1658306703,0,2.3494927029852743e-06,1.8179156716434238e-09,-0.00203506268595,-8.763885383904494e-05,-0.23707768405512214,7.8052109388461295,8.033401774358612,0.9961959719657898,-8.030764326617644,7.825907046223317,-0.7666240930557251,-7.873669827943347,-8.014229575358744,-0.041611649096012115,8.033259281030414,-7.815656129641315,0.6395450830459595,0.2643477827645521,8.01880862444863,0.03295603394508362,7.8125678300064,7.034317868377804,0.9955384731292725,-7.027709997386231,7.842884399702948,-0.7708666324615479,-6.867644882620773,-7.974852053683638,0.11453774571418762,7.024830493660578,-7.890335537508429,0.6165812015533447,-0.16093045870368994,-8.014873735585432,0.9988082051277161,7.893060160471807,6.035670796089706,0.9899408221244812,-6.0367839096704055,7.872783001304198,-0.7937929630279541,-7.8544037620383715,-6.0246333507425005,-0.08994770050048828,6.033000419538662,-7.821892572783555,0.6512930393218994,8.01706022154268,-0.20219956225921398,-0.6765794157981873,8.06634067490015,5.184812589285006,0.5791593790054321,-5.1314708521338215,8.051152079389215,0.9834339618682861,-5.193638685786505,-8.065504600906037,0.9752151966094971,5.136798898972294,-8.049258115867945,-0.16136939823627472,-8.01300478763121,0.14122545720222401,0.7400214672088623,inf
1658306705,0,-1.0006066035916236e-06,1.429294396052526e-09,0.00230132473655,-0.00012741728710523602,0.07514370386160343,7.728157177782352,8.047247350016148,0.996010959148407,-8.043215589902754,7.756806835294763,-0.7673889994621277,-7.826587543938196,-8.017422160156158,-0.03130650892853737,8.046756237068298,-7.743297040448769,0.6389080286026001,0.35628806429680154,8.024581338369204,0.03085167147219181,7.739722756275339,7.047868349624066,0.9958629608154297,-7.0395815189975455,7.780868153971781,-0.7705583572387695,-6.817570251285879,-7.9633984938876985,0.11076987534761429,7.035543682491454,-7.846325220792366,0.6184142231941223,-0.21752306375980426,-8.020541883955387,0.9987368583679199,7.851855634083551,6.046545882044882,0.9921804666519165,-6.048997767907878,7.824306506638179,-0.7872269153594971,-7.7974936029185775,-6.0352475769312,-0.0926281064748764,6.042593354643131,-7.753367256519815,0.6576945185661316,8.022934771449428,-0.27305200568500854,-0.6775045990943909,8.088199880352681,5.253276331549242,0.5933228731155396,-5.1803572159177,8.068434401248687,0.9862819314002991,-5.254259512466961,-8.09662878607353,0.9711761474609375,5.188275664116667,-8.065206373743608,-0.14603735506534576,-8.017768572641286,0.1908769113712321,0.7401017546653748,inf
1658306706,0,7.60744902343786e-07,1.0652880381496293e-09,0.000373642526631,-1.4331901919084524e-05,0.08501332848125666,7.59840936565768,8.071041087117646,0.9958441257476807,-8.064413144293002,7.639696277805433,-0.7674404978752136,-7.747808837184006,-8.02071917481248,-0.01607011817395687,8.069484059187824,-7.621169236822906,0.639405369758606,0.5081633131851628,8.03341977341979,0.0282619446516037,7.617159851820004,7.069181754015174,0.9965103268623352,-7.059069035644005,7.676251816147778,-0.7682923078536987,-6.730340825531726,-7.945703150173673,0.0937681645154953,7.05319140085934,-7.770588925458211,0.6234641671180725,-0.3117815104936964,-8.030384198077718,0.9985969662666321,7.784203377061177,6.062057122754825,0.9942105412483215,-6.067399951711867,7.743807440112303,-0.7796967625617981,-7.701382378673497,-6.053502679829469,-0.09388646483421326,6.056710330759817,-7.639352397489909,0.6641040444374084,8.032259266862592,-0.3906900473116512,-0.6791317462921143,8.120701432516523,5.373081419348979,0.613997220993042,-5.26652085458089,8.094886094480128,0.9900488257408142,-5.35579329006075,-8.151117012587653,0.969721257686615,5.278150920511425,-8.08969901533458,-0.126776784658432,-8.025645135836381,0.2735770913956989,0.7397061586380005,inf
1658306707,0,-1.7377861119641328e-07,1.027794355340138e-09,-0.00131836732882,3.1886534895409066e-05,-0.014730905404790332,7.504687533178556,8.088439383018374,0.9957764744758606,-8.079745196961976,7.554449972850337,-0.767024576663971,-7.6901044168721295,-8.021797949785723,-0.007285169791430235,8.085777985271065,-7.532558645009343,0.6401833891868591,0.6164203858432873,8.039308546308147,0.0268225260078907,7.528238094292895,7.083439987566808,0.9969472885131836,-7.072642827452038,7.600276044789296,-0.7662545442581177,-6.664820072041041,-7.93473786346899,0.07916224747896194,7.06550346111117,-7.714732266801609,0.6273651123046875,-0.3794941230865902,-8.037841269379216,0.9984596371650696,7.7364874321294375,6.071968644547301,0.9949068427085876,-6.079619532249001,7.6862383428289105,-0.7762869596481323,-7.631360458824193,-6.066753091076029,-0.09311840683221817,6.065948439223772,-7.557314005829812,0.6670504808425903,8.038627191203455,-0.47496580997642024,-0.6802104711532593,8.141275932993794,5.462822219857264,0.6259236931800842,-5.331552282471619,8.112221910822317,0.9919619560241699,-5.430772803613606,-8.190688623494705,0.9710910320281982,5.345349549722182,-8.106021988618599,-0.11643410474061966,-8.031214072789048,0.33299018663649943,0.7392458319664001,inf
1658306709,0,-5.743432261517513e-07,1.00978052375406e-09,-0.00115480259021,2.629634301507536e-05,-0.011604107091763807,7.305308624725841,8.125795338843028,0.9956819415092468,-8.112161629783724,7.371191573053818,-0.765697717666626,-7.562791267906247,-8.021554892836294,0.0047277603298425674,8.120024904740964,-7.342702358590792,0.6419100761413574,0.8442137176575133,8.050795158958227,0.024232707917690277,7.337007246913957,7.110949848901672,0.9977148175239563,-7.100133101002773,7.436857711047493,-0.7618933916091919,-6.5192018174233795,-7.917066796002559,0.049863457679748535,7.090378123376028,-7.593023052473067,0.6352300643920898,-0.5231356037974244,-8.055129841675775,0.9980255365371704,7.636994117120882,6.091617239390336,0.9953286051750183,-6.104095855746846,7.564552863881495,-0.7726187109947205,-7.47977300319512,-6.0946306599188285,-0.08918557316064835,6.084016803976555,-7.3820239748214584,0.6713367700576782,8.05134317853334,-0.6533473249558593,-0.6822460889816284,8.161264567105196,5.648190429114866,0.7279059886932373,-5.476608864063425,8.145282183753062,0.9945499897003174,-5.5872837491590825,-8.27156492210415,0.9639877676963806,5.493930339979235,-8.137986736479643,-0.10019690543413162,-8.042730008957726,0.4590447347452463,0.7381669878959656,inf
1658306711,1,1.900883566626789e-08,9.846819596948442e-10,-0.000885943097918,1.5556667769534677e-06,0.011746781601619401,7.042496742392975,8.175717619475513,0.9955279231071472,-8.154270642451861,7.1257363443894075,-0.7638339996337891,-7.384723509904227,-8.01928645306164,0.005716176703572273,8.164535259556368,-7.089656419270234,0.6434713006019592,1.1401078406465863,8.063732529277067,0.02014654129743576,7.079323775840259,7.142361268073264,0.9984078407287598,-7.13380053982223,7.2168242446070465,-0.756726861000061,-6.317854686586896,-7.901466976858325,0.03524015471339226,7.120669612921733,-7.426735082469846,0.6436921954154968,-0.7119561242535181,-8.08186998078555,0.9971526265144348,7.50222720498694,6.117599807584036,0.995762825012207,-6.135446273886033,7.404388704164797,-0.772026538848877,-7.273207004173206,-6.130116784285137,-0.08191757649183273,6.1057422918556945,-7.147290775811115,0.6750661730766296,8.066589951863754,-0.8875741903795318,-0.6847911477088928,8.081854417181853,5.828250982967112,0.888936460018158,-5.660692539168261,8.158308239238911,0.9974023103713989,-5.638998309602748,-8.363874921770895,-0.6465250253677368,5.669255686635532,-8.135183747915049,0.1289796680212021,-8.057293812016315,0.6248753518907509,0.7369316816329956,inf
1658306713,1,-6.823810579712391e-07,9.87862268776059e-10,-0.000731426837841,-1.2310990917119224e-05,-0.0009678750592380345,6.775864277987576,8.228670526312863,0.9948939681053162,-8.197086594481343,6.869483008544554,-0.7628472447395325,-7.192040880050959,-8.019144605155672,-0.0043120416812598705,8.210311511146642,-6.82714656884525,0.6433019638061523,1.438533055178268,8.076930207754526,0.02659023553133011,6.80380262516934,7.169522106006641,0.9990300536155701,-7.166208026049363,6.985063746602318,-0.7532052397727966,-6.104838723627639,-7.884777597999221,0.04356338083744049,7.150264164938742,-7.247070033608904,0.6489933133125305,-0.9040295383086714,-8.11359351828488,0.9963728785514832,7.345076876997566,6.143398053775149,0.9972769618034363,-6.168175470918816,7.235453135074675,-0.7707555890083313,-7.053258183096159,-6.164231844459127,-0.07383616268634796,6.127147952312267,-6.900519355057611,0.6760178208351135,8.08043191003748,-1.1264393282991747,-0.6867448687553406,7.938560435300367,5.964298852354837,0.9472259879112244,-5.798947812539342,8.089823071735815,0.9480249881744385,-5.549748533436726,-8.448506999174503,-0.27734091877937317,5.798360589331965,-8.053648826016923,0.3625205457210541,-8.071822004251805,0.7945353502184638,0.7366043329238892,inf
1658306716,1,-9.171401830703453e-07,9.887442837059965e-10,-0.00111013995745,3.6764225759489847e-06,-0.005484924255293387,6.513133703581584,8.285527987821165,0.9939073920249939,-8.240525987666807,6.607519706069287,-0.7627953886985779,-6.988211264619883,-8.024488266859516,-0.018720092251896858,8.257643077307058,-6.560806629439707,0.6413634419441223,1.7372494622081942,8.096042937770228,0.03455551341176033,6.51336974488004,7.190848531668741,0.9994877576828003,-7.197575422445915,6.745586471168491,-0.7506299614906311,-5.887177677698239,-7.863468451673736,0.04968710243701935,7.179347877810129,-7.0565436808479225,0.6533747911453247,-1.0934405496290587,-8.14709116127184,0.9961005449295044,7.183035381118219,6.162710388784126,0.9987953305244446,-6.202034467457696,7.053858779777655,-0.7679441571235657,-6.825406407266466,-6.196676743163914,-0.06890613585710526,6.149564231463682,-6.644989526183713,0.675050675868988,8.094745399062148,-1.364726886858745,-0.6849039196968079,7.769843864648571,6.069813950406515,0.9672713279724121,-5.903618359172122,7.9719342302547815,0.8888529539108276,-5.37090574321912,-8.528420164673978,-0.17813658714294434,5.893268490515414,-7.924132487154868,0.4982818365097046,-8.086531837069307,0.9640755521387875,0.7379693388938904,inf
1658306718,1,-7.29936139180799e-07,9.837436393936243e-10,-0.00117165451678,3.4510650468223122e-06,0.001724462733285939,6.255296351434598,8.34688705461978,0.9926591515541077,-8.284672591521517,6.343436539680716,-0.7635406851768494,-6.775376287945634,-8.03503155053564,-0.027602754533290863,8.307045748332973,-6.294480938325018,0.637854278087616,2.036306565545289,8.117596125577165,0.03620303049683571,6.2141154482972825,7.2063665705799576,0.9997532963752747,-7.227673652436094,6.501618822316759,-0.7481366395950317,-5.665066457311674,-7.843549599262213,0.04114581272006035,7.206693821975716,-6.859148848599886,0.6592941880226135,-1.2762286006653039,-8.179756459541426,0.9960978627204895,7.020230162113306,6.173917316261782,0.9996844530105591,-6.235381209217947,6.861492471288844,-0.7629727721214294,-6.5933161562487985,-6.227883642416405,-0.06545855849981308,6.173310321970595,-6.383741905028272,0.6738808155059814,8.109621725763779,-1.5994137994554307,-0.6842036843299866,7.591426147471982,6.161818685473245,0.9738520383834839,-5.985966332239624,7.823119522706383,-0.8460297584533691,-5.141114958358857,-8.598376141922444,-0.13179738819599152,5.96524615111911,-7.763124740032545,0.5671162605285645,-8.103022157161988,1.1313098880073924,0.7430053353309631,inf
