timestamp,ros_time(in sec),robot_pos_x(in meters),robot_pos_y(in meters),robot_pos_th(in deg),robot_lin_vel_x(in m/s),robot_ang_vel_z(in deg/s),person1_pos_x(in meters),person1_pos_y(in meters),person1_pos_th(in deg),person2_pos_x(in meters),person2_pos_y(in meters),person2_pos_th(in deg),person3_pos_x(in meters),person3_pos_y(in meters),person3_pos_th(in deg),person4_pos_x(in meters),person4_pos_y(in meters),person4_pos_th(in deg),person5_pos_x(in meters),person5_pos_y(in meters),person5_pos_th(in deg),person6_pos_x(in meters),person6_pos_y(in meters),person6_pos_th(in deg),person7_pos_x(in meters),person7_pos_y(in meters),person7_pos_th(in deg),person8_pos_x(in meters),person8_pos_y(in meters),person8_pos_th(in deg),person9_pos_x(in meters),person9_pos_y(in meters),person9_pos_th(in deg),person10_pos_x(in meters),person10_pos_y(in meters),person10_pos_th(in deg),laser scan data
1658165598,0,2.114951416196583e-05,-1.4902929826412928e-09,-0.0049144042993,0.0005899607055875668,-0.1508988812348897,7.984713472151957,8.002969988182441,0.9972774982452393,-8.00295478020182,7.986309842928507,-0.7624002695083618,-7.989955713232757,-7.999281165208641,0.03235744312405586,8.002901413401124,-7.985322907915899,0.6519802808761597,0.034546184268664536,8.0026020980209,0.03832153603434563,7.986323104086456,6.9990028364519,0.9999491572380066,-6.998715579333981,7.989077895216688,-0.6885836720466614,-6.986715385228616,-8.001662856161758,-0.06464075297117233,6.998605203223861,-7.991069745800592,0.7340530753135681,-0.020850130547697944,-8.001660703861738,0.9992057681083679,inf
1658165600,0,-2.82241580519668e-06,4.1389359777486245e-10,-0.00266290750415,-0.0009895400914710529,0.19778569718308678,7.970303918024993,8.00494198892757,0.9976885914802551,-8.004904483031973,7.973431213816757,-0.7581837177276611,-7.979565707148233,-7.998703843062791,0.027750467881560326,8.004837444677667,-7.9715458298187665,0.6560646891593933,0.05612658726875831,8.00430458812606,0.039353594183921814,7.973276946569493,6.999056060751899,0.9999979138374329,-6.99846931429734,7.9786092796827655,-0.6987425684928894,-6.974977883142514,-8.0032233988308,-0.06604108214378357,6.998207633935517,-7.982449218257771,0.7232115268707275,-0.033883812903802955,-8.00271375330244,0.999187707901001,inf
1658165603,0,5.228590023821557e-06,6.714062217990906e-10,-0.00339394922331,0.00018676312075502916,-0.01374717633700688,7.904575594816827,8.013679360632944,0.9978066682815552,-8.0134573472463,7.914834245298315,-0.7563842535018921,-7.931158697919868,-7.996899359419046,0.014863336458802223,8.013386525870493,-7.909043455333362,0.6574447751045227,0.14566797974746548,8.011451577346984,0.03958393633365631,7.913166408566217,7.00111233197692,0.9997530579566956,-6.998967056553918,7.930122659961275,-0.7148250341415405,-6.921865233428567,-8.010616688403475,-0.07042546570301056,6.9978343815969755,-7.9423195504428765,0.7058833241462708,-0.08790479055735681,-8.007148269354511,0.9991575479507446,inf
1658165606,0,-5.664745110710156e-06,-1.0095735935422456e-09,-0.00290168024847,-0.0001017185867393746,-0.05928300171961972,7.737417565903696,8.036745182002203,0.997557520866394,-8.035475358217916,7.7658839689431165,-0.7572553157806396,-7.805792008096541,-7.995929476366552,-0.0014276363654062152,8.035033898024976,-7.750732166990287,0.6579383015632629,0.3581618699172943,8.027215798769939,0.035333454608917236,7.758264725961331,7.011215294072496,0.9993404150009155,-7.005362840706059,7.804402864374263,-0.7294031381607056,-6.787156560767165,-8.030786924083214,-0.07611865550279617,7.00183994826104,-7.83807189949438,0.6869687438011169,-0.21635932793003831,-8.017185758000014,0.9993181824684143,inf
1658165609,0,3.7999181658668526e-06,-5.51666297136008e-10,0.00319104892764,8.743297665714231e-05,0.03734580373559248,7.522298919766527,8.067842153106469,0.9973424673080444,-8.063904363037029,7.572150067202343,-0.7561171650886536,-7.641320030825416,-7.997962611117983,-0.008005685172975063,8.0615860531532,-7.545437091777183,0.6619713306427002,0.6219994262639689,8.044616063507494,0.03150052949786186,7.555141743215041,7.026459253995744,0.9993103742599487,-7.018110655231156,7.638480552006649,-0.7355703115463257,-6.613143545909788,-8.058362919850016,-0.07993343472480774,7.01260501194825,-7.701290202918893,0.6743416786193848,-0.37634974343127614,-8.027370452621593,0.9996030926704407,inf
1658165613,0,2.1722044555099874e-06,-4.496184184083733e-10,0.00081682787158,0.0001633491805520519,0.12513105789191253,7.279621887392941,8.104463921547726,0.9970916509628296,-8.095308752085936,7.34880460374035,-0.7537490129470825,-7.451371405934145,-8.001034789681409,-0.007450134493410587,8.088756440491721,-7.309276942400581,0.6678680181503296,0.914817629091374,8.061861364389593,0.028034670278429985,7.320097810677527,7.042909212025641,0.9994476437568665,-7.03478882717501,7.44504862828554,-0.7373005151748657,-6.414962951915636,-8.091346517049338,-0.0840473398566246,7.029340550846122,-7.543303818405824,0.6656351685523987,-0.5537315547228947,-8.035193045478948,0.9998387098312378,inf
1658165616,1,-3.478083246446441e-06,4.502934951821462e-11,-0.00317665996507,0.00012065513699690486,0.10637295584967006,7.02391910227349,8.145374994066225,0.9966257214546204,-8.127477002727959,7.105971982235641,-0.7510202527046204,-7.245563010738554,-8.003099391590231,-0.003121043788269162,8.113898151632855,-7.052883477723091,0.6740379333496094,1.2223642264418644,8.077730425729863,0.024221554398536682,7.063138719359181,7.058384296168137,0.9996173977851868,-7.0533635747079515,7.232915252187344,-0.7372021079063416,-6.202692297294494,-8.128705489402654,-0.08905205875635147,7.050885777215438,-7.371731361536916,0.6594089269638062,-0.7391024130287849,-8.039596396252614,0.9999669790267944,inf
1658165619,1,-3.8332276436240985e-06,4.190211485172474e-10,-0.00322840997597,-0.0006988671567496948,-0.3653255909944755,6.766746288510944,8.191049773710805,0.9957794547080994,-8.159224662678398,6.850353502247521,-0.7483925223350525,-7.030529751492412,-8.002971920483333,0.002672889968380332,8.13673215904573,-6.78328331713797,0.6780633926391602,1.536209473995179,8.091378953577804,0.0199749656021595,6.78800247946012,7.071346610189324,0.9997811317443848,-7.072836693107258,7.008220743712514,-0.7368704676628113,-5.982895797942111,-8.169926336079486,-0.09500066936016083,7.075499847351395,-7.19098786510768,0.6568939685821533,-0.9273626777494905,-8.041052074235791,0.9999989867210388,inf
1658165622,1,2.8769466378535623e-06,4.5123620494807693e-10,0.00189866551888,7.268427502868873e-05,0.06781167443726088,6.510444680324781,8.24213005306387,0.9947265982627869,-8.190024864662622,6.586338848632845,-0.7460392117500305,-6.810697307882455,-8.000104312829555,0.009141427464783192,8.157907929561718,-6.505365907918177,0.6806586384773254,1.8521000459652763,8.102074095649165,0.014731353148818016,6.501087635932433,7.081386995322695,0.9998807907104492,-7.092826707043069,6.7752012284511425,-0.7366172671318054,-5.759863189605981,-8.214755054930889,-0.10177942365407944,7.101672718263717,-7.003306022274036,0.656360924243927,-1.115920864208296,-8.04063534736356,0.9999969601631165,inf
1658165624,1,-1.10913250168771e-06,7.906033540122278e-10,-0.00114513154565,0.00014545039498619022,0.12762938056810122,6.255348581073716,8.298783431937625,0.9935658574104309,-8.219525734263994,6.318298524614797,-0.7439815998077393,-6.5889608695950495,-7.99422569172902,0.01604096218943596,8.177910763403096,-6.2225840703862625,0.6822860836982727,2.168795804977314,8.10902833795216,0.008332702331244946,6.206275170798329,7.089112311696187,0.9999300837516785,-7.113180439585497,6.536751093413943,-0.7365627884864807,-5.536369864893761,-8.263039314151166,-0.10919111967086792,7.12854117430124,-6.809985443611827,0.6569295525550842,-1.3031986999349574,-8.039283984220214,0.9999917149543762,inf
